@ HyperIMU - ianovir
@ Date:Thu Jun 11 17:08:32 GMT+02:00 2020, Sampling Rate:20ms

timestamp,Samsung_Rotation_Vector.x,Samsung_Rotation_Vector.y,Samsung_Rotation_Vector.z,Linear_Acceleration_Sensor.x,Linear_Acceleration_Sensor.y,Linear_Acceleration_Sensor.z
1591888133707,-0.74277,-0.1399,0.263759,4.5995464,0.241148,1.1514117
1591888133728,-0.730016,-0.155538,0.2799,2.9534595,3.6686144,0.8951598
1591888133748,-0.72395,-0.168802,0.292497,1.8407995,4.120129,1.9127086
1591888133770,-0.717957,-0.181559,0.306896,1.3762977,4.6291,1.6968064
1591888133797,-0.710986,-0.194656,0.321689,0.68003774,4.7285657,1.3993503
1591888133822,-0.698982,-0.215224,0.34533,0.111293554,4.6524787,-0.9245031
1591888133849,-0.691886,-0.228371,0.362585,-0.24910665,4.7402062,-1.8153541
1591888133877,-0.685839,-0.24879,0.395035,-2.8094149,4.131597,-1.2896504
1591888133897,-0.6882,-0.249865,0.405853,-5.1228724,1.4834118,-0.21709651
1591888133923,-0.69411,-0.240832,0.410793,-5.20351,-1.1992702,-0.25393856
1591888133943,-0.702524,-0.224232,0.409853,-4.3777733,-2.2163649,-1.1182166
1591888133964,-0.711274,-0.207514,0.407961,-3.899879,-2.176835,-2.0395076
1591888133987,-0.726507,-0.186264,0.404113,-5.916109,-3.0002756,0.19642448
1591888134007,-0.731087,-0.179672,0.402908,-5.1526737,-3.0764647,0.40933836
1591888134028,-0.743315,-0.160062,0.385166,-2.8262768,-1.832859,-0.23444998
1591888134049,-0.751613,-0.143135,0.363356,-2.84938,-5.7632647,1.5889738
1591888134072,-0.755474,-0.129079,0.342545,-3.0973895,-6.2443323,1.9632528
1591888134100,-0.755672,-0.119133,0.321803,-1.7367365,-4.102931,2.2870257
1591888134125,-0.757271,-0.102485,0.285433,-0.5721116,-4.5544977,1.9795859
1591888134145,-0.760658,-0.092861,0.261081,2.045361,-5.5128155,3.427442
1591888134173,-0.762816,-0.090048,0.235568,6.229459,-0.76534176,4.9638877
1591888134196,-0.757807,-0.100849,0.231756,8.180616,2.8339806,2.0871563
1591888134219,-0.748758,-0.118009,0.237368,9.451718,4.0147552,-0.89590144
1591888134248,-0.734233,-0.165727,0.256482,3.8918521,1.9181523,2.4739377
1591888134266,-0.730148,-0.179685,0.265617,2.8506255,1.196599,3.4256408
