@ HyperIMU - ianovir
@ Date:Thu May 21 15:07:17 GMT+02:00 2020, Sampling Rate:20ms
@ chris dancing, Ed Sheeran - Shape of You

timestamp,accelerometer_lsm6ds3_c.x,accelerometer_lsm6ds3_c.y,accelerometer_lsm6ds3_c.z,als_B.x,als_B.y,als_B.z,linear_Acceleration.x,linear_Acceleration.y,linear_Acceleration.z,rotation_Vector.x,rotation_Vector.y,rotation_Vector.z
1590066438585,1.8196986,4.5222926,8.562757,294.0,2347.0,1489.0,0.78279996,0.7436,-0.2525,0.18336,-0.109554,-0.219289
1590066438604,2.0327826,4.56558,9.699562,294.0,2347.0,1489.0,0.5991,0.5948,0.2969,0.182321,-0.111342,-0.221992
1590066438626,2.1995244,4.540259,10.119849,294.0,2347.0,1489.0,0.93789995,0.7768,1.1931,0.180321,-0.11322,-0.22453
1590066438648,2.2958574,4.4854507,10.212218,279.0,2239.0,1427.0,0.84,0.6008,1.2909,0.1799,-0.113834,-0.227842
1590066438674,1.6336117,4.4978814,9.770843,279.0,2239.0,1427.0,0.7892,0.5688,1.0883,0.183671,-0.110699,-0.232747
1590066438693,1.3088814,4.0413933,9.131274,279.0,2239.0,1427.0,0.2217,0.1735,0.4238,0.18873,-0.107206,-0.237456
1590066438713,0.6236225,3.7193923,7.9914527,279.0,2239.0,1427.0,-0.039,-0.3198,-0.5642,0.194949,-0.103574,-0.242871
1590066438735,0.23906583,3.5565963,7.009696,279.0,2239.0,1427.0,-0.58989996,-0.67289996,-1.503,0.201237,-0.099342,-0.248583
1590066438755,0.64380085,4.088224,7.055109,279.0,2239.0,1427.0,-0.3317,-0.3708,-1.9023999,0.20616099,-0.094854,-0.253575
1590066438777,0.8406329,4.035638,7.151557,279.0,2239.0,1427.0,0.28759998,-0.2785,-1.6077,0.209958,-0.089129,-0.260872
1590066438796,0.70227677,3.8117988,6.842236,279.0,2239.0,1427.0,0.2127,-0.34919998,-1.7766,0.210539,-0.087110996,-0.263603
1590066438818,0.737146,3.64296,8.096118,279.0,2239.0,1427.0,0.35689998,-0.584,-1.0235,0.209175,-0.080981,-0.272363
1590066438840,0.3645124,3.3157206,9.159258,279.0,2239.0,1427.0,0.3041,-0.8099,0.191,0.20662,-0.077759,-0.279127
1590066438859,-0.07440221,2.7713747,9.436172,279.0,2239.0,1427.0,-0.3936,-1.3543999,0.50159997,0.204702,-0.075331,-0.286776
1590066438881,-0.31524932,2.8073738,8.974397,279.0,2239.0,1427.0,-0.31149998,-1.3043,0.403,0.202988,-0.073108,-0.294057
1590066438903,-0.63229907,2.685643,8.518015,279.0,2239.0,1427.0,-0.5581,-1.2176,-0.19309999,0.200732,-0.069686,-0.300582
1590066438923,-0.3166188,2.8128135,8.356397,279.0,2239.0,1427.0,-0.6587,-1.3909,-0.78059995,0.198001,-0.067042,-0.306436
1590066438946,0.094609275,3.2717342,7.6983256,279.0,2239.0,1427.0,0.0295,-0.7427,-1.2245,0.194993,-0.067396,-0.312785
1590066438965,0.3321907,3.6145742,7.143522,279.0,2239.0,1427.0,0.20619999,-0.57989997,-1.5800999,0.194402,-0.06814,-0.314572
1590066438987,-0.13239935,3.170967,7.535798,273.0,2215.0,1422.0,-0.1153,-0.63299996,-1.6429,0.190413,-0.070525,-0.319772
1590066439006,0.1703714,3.3683834,7.9466524,273.0,2215.0,1422.0,-0.0557,-0.5018,-1.1532999,0.185302,-0.073204,-0.323146
1590066439029,0.6704722,3.5019703,8.356424,273.0,2215.0,1422.0,0.3383,-0.30269998,-0.74799997,0.178804,-0.076748,-0.325815
1590066439049,0.85030556,3.5228477,8.907771,273.0,2215.0,1422.0,0.5092,-0.0676,-0.4508,0.171841,-0.080526,-0.32862
1590066439071,0.77194804,3.1106236,9.941664,273.0,2215.0,1422.0,0.3114,-0.3525,0.4375,0.164702,-0.084733,-0.332357
1590066439091,0.9445892,3.077708,10.630505,273.0,2215.0,1422.0,0.3405,-0.40449998,1.3860999,0.158439,-0.089852,-0.336838
1590066439112,0.6046796,3.4087782,10.813383,273.0,2215.0,1422.0,0.0219,-0.118599996,1.7504,0.154555,-0.096741,-0.341688
1590066439134,0.5154142,3.8796217,10.099959,273.0,2215.0,1422.0,-0.38689998,0.1286,1.4442999,0.153087,-0.105854,-0.346747
1590066439155,0.89198375,4.048825,9.478587,273.0,2215.0,1422.0,-0.4052,0.41979998,0.3358,0.152931,-0.11505,-0.351589
1590066439175,0.692767,4.170546,9.267581,273.0,2215.0,1422.0,-0.4005,0.6648,0.47739998,0.15014,-0.1257,-0.358437
1590066439196,-0.47676218,3.5946064,8.498516,273.0,2215.0,1422.0,-1.6051999,0.15169999,-0.4253,0.147621,-0.130469,-0.362437
1590066439216,-0.04123773,3.5462341,9.479354,273.0,2215.0,1422.0,-1.3662,-0.0946,0.162,0.143596,-0.134697,-0.364972
1590066439238,1.458088,4.1731706,10.327801,273.0,2215.0,1422.0,-0.93719995,0.4964,1.0763,0.138234,-0.140608,-0.366015
1590066439257,1.7626208,3.6635883,9.802044,273.0,2215.0,1422.0,-0.044299997,0.31469998,1.0824,0.133318,-0.149714,-0.36601
1590066439283,2.5500548,3.674956,8.092804,273.0,2215.0,1422.0,0.4069,0.1721,-0.8131,0.128646,-0.167307,-0.365012
1590066439303,3.28359,3.5668147,7.8523784,273.0,2215.0,1422.0,0.6063,0.1565,-0.79109997,0.126668,-0.173539,-0.364411
1590066439322,3.5208268,3.6898575,7.854734,273.0,2215.0,1422.0,1.0084,0.2446,-1.0071,0.11849,-0.191329,-0.362522
1590066439346,3.253835,2.6900005,8.162619,283.0,2269.0,1446.0,1.0108,-0.12709999,-0.93659997,0.11425,-0.196698,-0.361979
1590066439359,3.1589003,1.1754668,7.917548,283.0,2269.0,1446.0,1.1597999,-1.5769999,-0.6135,0.105302,-0.202801,-0.360912
1590066439383,2.5503037,1.5399314,8.105551,283.0,2269.0,1446.0,-1.2492,-1.8614999,-0.5929,0.095444,-0.208948,-0.359342
1590066439406,3.7774854,1.081595,6.62512,283.0,2269.0,1446.0,0.35529998,-1.4638,-2.0809,0.079881,-0.22252999,-0.349188
1590066439425,4.574372,1.0205524,6.6995606,283.0,2269.0,1446.0,0.532,-1.92,-1.8521999,0.067673,-0.233409,-0.33786
1590066439447,4.9201803,0.43591708,7.028179,283.0,2269.0,1446.0,0.79569995,-1.6809,-1.8474,0.052599,-0.248068,-0.32135
1590066439477,3.958238,-2.2754781,7.44478,283.0,2269.0,1446.0,-0.1617,-3.5221999,-0.8104,0.02807,-0.277291,-0.289896
1590066439494,2.622053,-2.9190202,6.817068,283.0,2269.0,1446.0,-2.6097999,-4.8364997,-0.9471,0.015416,-0.298282,-0.268125
1590066439514,4.7301574,-3.1250749,5.5453258,283.0,2269.0,1446.0,-1.7778,-4.7089,-1.9333999,0.005514,-0.324643,-0.240403
1590066439533,4.767133,-3.5790536,3.234423,283.0,2269.0,1446.0,-0.8667,-4.7465,-2.4399,3.45E-4,-0.360898,-0.205467
1590066439553,3.7090876,-6.1455517,-0.0743256,283.0,2269.0,1446.0,-3.7135,-6.0248,-6.1944,-0.001444,-0.382321,-0.185697
1590066439574,5.9434237,-8.416462,2.4051385,283.0,2269.0,1446.0,-2.6638,-8.968699,-3.8237,-0.017651,-0.456325,-0.109276
1590066439596,10.348276,-8.450967,2.156084,283.0,2269.0,1446.0,0.825,-8.2501,-1.255,-0.029342,-0.519756,-0.035925
1590066439616,12.47155,-8.413368,0.0072592194,283.0,2269.0,1446.0,2.3504,-7.6931,-2.6827,-0.02872,-0.573492,0.033587
1590066439637,15.93868,-6.3232975,-1.0299186,283.0,2269.0,1446.0,5.7258,-4.8936,-2.8794,-0.020718,-0.6283,0.121887
1590066439659,18.161552,-4.612104,-0.36379415,283.0,2269.0,1446.0,7.615,-2.9521,-1.8585,-0.012383,-0.666022,0.206613
1590066439682,23.23067,0.11229764,-0.016424224,219.0,1920.0,1302.0,11.7162,1.1601,-0.070199996,-0.007677,-0.686192,0.281265
1590066439702,21.87516,3.2802956,-2.0055559,219.0,1920.0,1302.0,14.1353,8.000299,-1.7418,0.002859,-0.694753,0.369438
1590066439721,21.01414,4.103882,-3.2370374,219.0,1920.0,1302.0,13.2568,8.743899,-2.7919998,0.008592,-0.693954,0.390535
1590066439742,21.01414,4.103882,-3.2370374,219.0,1920.0,1302.0,13.2568,8.743899,-2.7919998,0.008592,-0.693954,0.390535
1590066439763,21.01414,4.103882,-3.2370374,219.0,1920.0,1302.0,13.2568,8.743899,-2.7919998,0.008592,-0.693954,0.390535
1590066439792,21.01414,4.103882,-3.2370374,219.0,1920.0,1302.0,13.2568,8.743899,-2.7919998,0.008592,-0.693954,0.390535
1590066439803,21.01414,4.103882,-3.2370374,219.0,1920.0,1302.0,13.2568,8.743899,-2.7919998,0.008592,-0.693954,0.390535
1590066439825,11.236669,2.0303595,-2.8133116,219.0,1920.0,1302.0,3.2765,6.9982996,-4.3046,0.065517,-0.672483,0.42497098
1590066439846,7.6814995,0.33463278,-1.4735066,219.0,1920.0,1302.0,1.2781999,5.9542,-3.021,0.072708,-0.666845,0.412946
1590066439867,3.0125284,-4.9817395,-3.7047207,219.0,1920.0,1302.0,-3.6692998,2.1959,-1.8925999,0.097454,-0.665585,0.392977
1590066439888,4.988444,-5.600258,-7.7124515,219.0,1920.0,1302.0,-6.7681,-2.3271,-6.6187997,0.108854,-0.671975,0.387987
1590066439910,5.8702855,-3.0736954,-4.729851,219.0,1920.0,1302.0,-3.0425,0.31399998,-7.3072996,0.094143,-0.677542,0.381583
1590066439928,6.3495374,-4.2703176,4.023887,219.0,1920.0,1302.0,-3.6738,0.588,2.0873,0.073022,-0.688182,0.372205
1590066439949,5.9613996,-5.2219167,2.9430008,219.0,1920.0,1302.0,-3.1324,-0.1749,2.9926999,0.057947,-0.703013,0.372029
1590066439970,6.700595,-7.636421,5.9757457,219.0,1920.0,1302.0,-2.4387999,-2.5087,6.6952,0.048733998,-0.720753,0.382466
1590066439989,11.980355,-6.5695553,1.8420892,219.0,1920.0,1302.0,2.5714998,-1.8726,3.3446999,0.03487,-0.73063,0.398047
