@ HyperIMU - ianovir
@ Date:Thu Jun 11 21:33:15 GMT+02:00 2020, Sampling Rate:20ms

linear_Acceleration.x,linear_Acceleration.y,linear_Acceleration.z,rotation_Vector.x,rotation_Vector.y,rotation_Vector.z
3.2164998,-14.5103,-3.2495,0.049957,-0.534157,-0.765918
-3.7605999,-10.8848,-1.2667999,0.054465,-0.518113,-0.773627
-6.5285997,-7.7597,-2.1639,0.083369,-0.498214,-0.78229797
-5.2629,-3.3263,6.2591996,0.110924,-0.477836,-0.78714
-4.3781,12.9957,9.6718,0.124836,-0.465343,-0.78733
-11.1095,21.224499,-9.472,0.128012,-0.479241,-0.776396
-10.9043,29.881498,2.2847,0.113796,-0.50054,-0.766059
1.4555,31.6523,-5.5318,0.095894,-0.494731,-0.76904297
-7.8705997,14.8279,-3.5152998,0.083863,-0.496725,-0.7766
-6.2588,6.5628,0.90639997,0.102547,-0.480831,-0.784196
-2.5913,2.4264998,-4.5301,0.121899,-0.47766998,-0.785348
1.2957,-0.5923,-7.345,0.135494,-0.491577,-0.780588
7.4694996,-4.0657997,-5.8926,0.15716,-0.504834,-0.769693
6.9744,-8.4772,-6.3676996,0.170996,-0.514873,-0.761489
4.0388,-12.0231,-5.7071,0.179329,-0.513672,-0.762905
2.1495,-13.6995,-1.1317999,0.20186,-0.49401,-0.769944
0.0738,-15.2736,2.1287,0.216744,-0.478077,-0.780059
-11.146299,-9.939099,-2.1673,0.239275,-0.469297,-0.786351
-10.808499,-3.3967,-5.5023,0.248824,-0.469619,-0.79463
-8.2775,-0.39049998,-3.8183,0.254139,-0.471415,-0.796086
1.2008,2.6771998,0.082499996,0.237554,-0.479348,-0.806099
3.6438,7.1211996,-7.3485,0.214074,-0.491937,-0.810979
5.186,9.4741,-4.0587997,0.190577,-0.509152,-0.809266
4.4476,12.665199,-1.7660999,0.183308,-0.518506,-0.804557
0.3841,22.2687,-0.5511,0.178687,-0.532889,-0.792565
-6.4701,14.0637,-2.6376,0.190588,-0.533096,-0.784504
-6.8329997,2.1085,-5.759,0.20907,-0.525508,-0.778714
-3.6004,-3.0003998,-6.1506,0.226752,-0.511359,-0.775041
0.3353,-6.2545,-3.7591,0.22919,-0.497801,-0.775436
-0.4915,-13.297,-3.5883,0.186889,-0.483854,-0.79853
-0.0954,-17.8744,-4.3959,0.157985,-0.488899,-0.806368
2.3651,-14.7956,-6.0825,0.132748,-0.499252,-0.80688
0.738,-13.006599,-5.4944,0.127243,-0.504647,-0.806231
0.1744,0.3259,7.3057,0.087449,-0.492792,-0.82444
1.5004,7.4951,-21.3356,0.083762,-0.506625,-0.814852
-0.6561,16.6941,-12.3677,0.100594,-0.528962,-0.797975
0.9054,29.162899,-9.9142,0.102576,-0.54405,-0.789095
8.496699,22.2416,-2.2465,0.078537,-0.565943,-0.781587
7.331,5.0815997,-4.561,0.054634,-0.589886,-0.768194
-2.4001,4.7095,-2.9564,0.063945,-0.590484,-0.764333
-9.6296,2.8882,-3.0849,0.09679,-0.570827,-0.769157
-7.5299997,-0.4626,-3.1220999,0.102023,-0.570004,-0.771275
-2.2166998,-7.1643,-2.7461,0.103599,-0.566351,-0.77259
0.31,-10.058599,-2.0692,0.091307,-0.557818,-0.780796
2.0025,-12.592199,-1.7629,0.057949,-0.556559,-0.788201
0.7715,-14.0911,0.8753,0.030195,-0.556523,-0.792341
-3.3056998,-8.3442,-0.0307,0.020625,-0.548641,-0.799027
-1.0318999,-3.8051999,-3.4429998,0.031843,-0.549034,-0.80033
-3.4921,9.0699,-11.7402,0.047901,-0.55957,-0.793037
-2.674,20.7451,-5.1667,0.084137,-0.570081,-0.780327
9.1188,20.8724,-2.5836,0.08344,-0.582072,-0.765282
2.9845998,17.2588,-6.9329,0.069648,-0.584952,-0.764806
-1.9106,3.9768,-3.0582,0.079417996,-0.59141,-0.759469
-5.2007,-0.2525,-0.115899995,0.106792,-0.577221,-0.765033
-4.869,-4.4393,-0.7127,0.113208,-0.561999,-0.77583
-2.1218998,-7.1577997,-3.7666998,0.104488,-0.562613,-0.776556
-1.494,-8.592299,-3.7317,0.094635,-0.572953,-0.769659
-1.6987,-13.677899,-4.8993,0.074132,-0.577671,-0.772122
-0.1823,-13.837199,-4.3473,0.06007,-0.582441,-0.769498
0.8515,-8.7441,-3.1727,0.048671998,-0.585975,-0.763358
0.387,-6.9817996,-2.8428,0.045314,-0.583525,-0.760419
1.2588999,-6.4598,0.9137,0.030524,-0.571102,-0.767911
-4.1356,6.6538,6.7763,-0.008726,-0.539369,-0.784112
-10.5116,11.7623,-13.9237995,-0.01167,-0.556278,-0.772727
-6.1124,27.6321,-7.0551,-0.014943,-0.566624,-0.769553
2.1835,34.4906,-11.2549,-0.029405,-0.577316,-0.766778
9.5808,28.084099,-6.8100996,-0.022157,-0.589736,-0.758372
3.2203,7.5367,-3.0821998,-0.021825999,-0.601973,-0.750326
-7.3019,-5.1988997,-1.7124,-0.005992,-0.607579,-0.74913
-10.171,-13.814099,-1.2455,0.028284,-0.598077,-0.76222
5.4556,-9.8898,0.4689,0.041716,-0.580231,-0.775587
1.6996,-6.7386,-0.4335,0.039086,-0.567333,-0.780767
-4.1124997,-7.7004,-0.45009997,0.03636,-0.550659,-0.788599
-5.4343,-8.8278,-2.3351998,0.051555,-0.517955,-0.802236
-4.5534,-9.4285,-5.0566998,0.043268,-0.517981,-0.803421
-4.1631,-7.1224,-8.1432,0.027091,-0.535796,-0.793949
-4.3767,-8.5536995,-12.2984,0.015513,-0.555169,-0.782171
-3.4664998,-12.5194,-1.8964,0.012623,-0.546945,-0.787521
-2.8628,7.2573,0.0365,0.030433,-0.547666,-0.784565
-8.8914995,24.786499,-1.2506,0.027286,-0.561239,-0.783015
-5.3378997,42.5342,-6.3761997,0.023623,-0.581241,-0.776106
4.9378,42.8232,-0.38459998,0.025037,-0.593516,-0.769582
3.2747998,8.1301,0.55,0.020707,-0.600928,-0.767805
1.4635999,-3.7073998,0.96129996,0.015389,-0.601897,-0.771501
-1.0285,-9.6838,-3.8829,-0.0066339998,-0.613988,-0.770959
0.5772,-10.2704,-3.1311998,-0.036745,-0.618062,-0.771739
-0.691,-11.6678,-4.4844,-0.067554,-0.615055,-0.77392
-2.0404,-14.482599,-5.0136,-0.084576,-0.618239,-0.770114
-3.3325,-16.7369,-1.2768999,-0.088178,-0.617752,-0.769473
-3.4282,-15.255099,-1.773,-0.088797,-0.614585,-0.770998
-2.6529,-6.7723,-2.3409,-0.101308,-0.619177,-0.766159
-1.5645,-2.6313999,1.0035,-0.103292,-0.622893,-0.762321
-1.2573,3.6301,1.2342,-0.10081,-0.622308,-0.7608
-4.2295,12.3789,2.5247,-0.097464,-0.624281,-0.757928
-6.3953,17.1279,1.8784,-0.098407,-0.618944,-0.762114
-2.4656,34.5965,-1.4039999,-0.110904,-0.607545,-0.770897
4.2160997,18.1028,3.3576,-0.131025,-0.599601,-0.77425
-2.0096,0.9141,-1.3821,-0.145035,-0.590332,-0.779613
-7.8738,-6.493,-23.2405,-0.156302,-0.586626,-0.780861
-2.5133,-6.3697996,-0.93789995,-0.138554,-0.559,-0.799908
-2.6914,-7.937,-3.2291,-0.124446,-0.529971,-0.817331
-4.4084997,-8.3544,-2.3437998,-0.10957,-0.518161,-0.826098
-4.3278,-8.9166,-4.1595,-0.116992,-0.528897,-0.819575
-5.1847,-9.1599,-6.8371,-0.122852996,-0.557052,-0.800675
-5.2176,-8.8637,-2.1139,-0.099891,-0.55744,-0.801315
-4.9279,-7.1383,0.0343,-0.076129,-0.548595,-0.80681
-2.7658,-4.9516997,-0.7154,-0.074166,-0.539184,-0.809708
-2.5393,-5.7342,-0.1556,-0.07779,-0.528218,-0.815476
-1.0396,-3.5691998,2.8688,-0.104122,-0.509833,-0.820849
1.2583,15.229199,4.7739,-0.116059996,-0.500931,-0.822745
1.8045,36.1093,12.7907,-0.116402,-0.487441,-0.826979
3.1113,16.754,-1.8233999,-0.121824,-0.466573,-0.830811
-0.23429999,11.3818,-0.816,-0.133308,-0.449025,-0.831062
-1.2006999,5.9732,-2.9761,-0.130947,-0.429666,-0.836668
-2.2733998,0.59319997,-5.1902,-0.123778,-0.421366,-0.840327
-1.8269999,-3.5883,-4.6103,-0.117685,-0.424364,-0.839712
-1.3196,-5.3359,-4.1514,-0.116208,-0.428168,-0.839586
0.80439997,-3.757,-7.3943996,-0.114773,-0.447005,-0.835258
-0.0019999999,-3.6632,-8.601399,-0.095423,-0.468873,-0.823831
-2.9587998,-4.2723,-7.3069997,-0.056171,-0.4907,-0.8094
