@ HyperIMU - ianovir
@ Date:Sat Jun 13 12:34:41 GMT+02:00 2020, Sampling Rate:20ms

timestamp,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z
1592044481049,0.0,0.0,0.0,0.0,0.0,0.0
1592044481070,0.0,0.0,0.0,0.0,0.0,0.0
1592044481091,0.0,0.0,0.0,0.0,0.0,0.0
1592044481112,0.0,0.0,0.0,0.0,0.0,0.0
1592044481132,0.0,0.0,0.0,0.0,0.0,0.0
1592044481153,0.0,0.0,0.0,0.0,0.0,0.0
1592044481173,4.8300443,-1.272459,1.3026881,0.5263048,0.051273607,-0.3843266
1592044481194,3.9662821,-0.8493581,-0.09483433,0.5043598,0.052195977,-0.33202428
1592044481215,3.364595,-0.46849966,-0.9076867,0.49131486,0.064507455,-0.27175412
1592044481238,2.8679419,-0.049139023,-0.7749882,0.48208755,0.075891845,-0.22487222
1592044481264,2.7164152,0.16787195,1.0650582,0.4506379,0.092516825,-0.13784218
1592044481273,2.608476,-0.13280487,1.6347136,0.44416094,0.09421201,-0.12542768
1592044481297,1.6405603,0.04212427,2.406631,0.40595412,0.10021531,-0.070653945
1592044481318,0.7000594,1.3269043,2.4501262,0.39005953,0.10298611,-0.048750192
1592044481339,1.1304957,0.35190105,2.6066694,0.37147564,0.10709678,-0.023796905
1592044481360,0.2827556,1.3456907,3.1872425,0.3500628,0.10889881,0.0046823807
1592044481384,0.28542936,1.4536462,1.9857516,0.34034878,0.11041642,0.016754339
1592044481405,-0.089147806,1.3233805,2.0673285,0.33259457,0.110525385,0.0262464
1592044481425,-0.8938993,0.8632922,2.4436173,0.3197076,0.105493225,0.024246516
1592044481446,-0.8615489,0.057503223,2.334722,0.31345567,0.09972166,0.019554434
1592044481467,0.14841783,0.95153046,1.5415592,0.3059595,0.08631699,0.020671308
1592044481486,0.9287429,1.7790756,1.4217973,0.30310673,0.07830423,0.028495092
1592044481507,1.7164907,2.0166268,2.0711532,0.29880148,0.06894275,0.046138197
1592044481527,1.084059,1.8267345,2.6167002,0.29240933,0.05550133,0.0644887
1592044481548,0.65909994,0.90834045,2.247779,0.28959048,0.04738346,0.06891811
1592044481569,0.79573494,0.05859995,1.3921499,0.2883522,0.041778073,0.076148316
1592044481590,0.5947757,-0.14331627,1.1460142,0.2885931,0.03868407,0.07977205
1592044481611,0.5763383,0.2658515,0.75658894,0.29334897,0.036642753,0.084408365
1592044481632,0.124940455,0.42191887,0.16081238,0.29975176,0.04005892,0.084916726
1592044481654,-0.75521886,-0.19001007,-1.1314201,0.3071905,0.04329064,0.07965159
1592044481676,-0.9520017,0.3516841,-0.63589144,0.31232482,0.041925836,0.06792916
1592044481693,-0.66447634,0.11826992,0.07635212,0.31330675,0.04260423,0.06523004
1592044481714,-0.35909113,0.36289787,0.0635705,0.3138654,0.04554243,0.06256332
1592044481736,0.18465722,0.10328817,0.09746122,0.31072363,0.052904237,0.06545207
1592044481758,0.31518203,-0.18495417,1.0426302,0.3055874,0.058398157,0.069733754
1592044481786,1.3896092,-0.36971807,2.3179054,0.29827946,0.06665344,0.084296905
1592044481803,1.6460934,-0.28877878,1.8091478,0.29648638,0.07281162,0.09401171
1592044481822,1.3366562,-0.38927698,1.0488071,0.2953498,0.08330797,0.10549355
1592044481841,0.6960312,-0.6397047,0.41645336,0.29502875,0.09465338,0.11420311
1592044481862,1.2036219,-0.5545225,0.91579914,0.29534894,0.10340744,0.12280727
1592044481883,1.7783976,-0.13259172,0.7072573,0.2962611,0.11198399,0.13640665
1592044481902,1.5548861,-0.03611946,0.63201857,0.2979874,0.120493144,0.14897229
1592044481923,1.0222383,-0.6359353,-0.66265965,0.30225554,0.12843278,0.15913361
1592044481944,1.4854488,-0.2154913,-1.2383223,0.30712914,0.12929574,0.16442493
1592044481965,1.7916061,-0.5496893,-1.6116667,0.31143007,0.12857012,0.17021726
1592044481986,1.4123527,-0.46293736,-1.5707741,0.31616443,0.12527603,0.17377178
1592044482006,1.2250087,0.04742527,-1.7413397,0.32282948,0.11680756,0.17381229
1592044482027,0.99484974,-0.16626453,-0.8847847,0.32652253,0.10847114,0.17303385
1592044482048,1.3860216,0.52949953,-1.1820831,0.32820183,0.10349179,0.17209387
1592044482069,-0.4019599,-0.08475733,-0.25373793,0.3278261,0.09788849,0.16604266
1592044482091,-1.1002924,-0.010916233,0.6574316,0.32451692,0.09412475,0.15602143
1592044482108,-0.85947645,0.09899855,0.55512476,0.32283542,0.09311689,0.15283895
1592044482129,-0.5244793,0.25906372,0.18451309,0.32148325,0.09267825,0.1499492
1592044482152,-0.3571887,0.4851303,0.33512163,0.31914014,0.09369986,0.14724636
1592044482173,-0.2885729,0.4909277,0.5877342,0.31661206,0.09529316,0.14632857
1592044482193,-0.29318953,0.36175394,0.6629877,0.31466222,0.09698986,0.14470422
1592044482214,-0.04069066,0.49834394,0.3597045,0.3137312,0.09941807,0.14366637
1592044482234,-0.42605567,0.17511463,0.12390566,0.31362122,0.10168462,0.14055285
1592044482255,-0.38867497,0.09287834,0.14081717,0.31400666,0.10137936,0.13782863
1592044482276,0.067961216,0.18525743,0.6828065,0.3146579,0.09939347,0.1356678
1592044482297,0.03915721,0.14643288,0.6160612,0.3156314,0.099306904,0.13472378
1592044482316,-0.059208393,0.18259478,0.2854972,0.31700274,0.10122942,0.13384022
1592044482337,0.047115207,-0.05940771,-0.07634401,0.31851766,0.10368274,0.13206272
1592044482358,0.6340177,-0.21006298,-0.28381872,0.32093382,0.105839975,0.13390386
1592044482378,0.987036,6.8712234E-4,-0.39915943,0.3232364,0.10635646,0.13566609
