@ HyperIMU - ianovir
@ Date:Thu Jun 11 23:44:08 GMT+02:00 2020, Sampling Rate:20ms

timestamp,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z
1591911848049,0.0,0.0,0.0,0.0,0.0,0.0
1591911848069,0.0,0.0,0.0,0.0,0.0,0.0
1591911848090,0.7350433,0.18168211,0.42603588,0.36161208,0.10357719,0.6184761
1591911848110,-1.0275083,-0.20955372,-0.34915352,0.35309452,0.105586894,0.6146738
1591911848131,-0.4277258,-0.66686106,-0.33967352,0.34338868,0.11044257,0.6195522
1591911848151,-0.61308074,-0.58942986,-0.3970952,0.33388942,0.11639253,0.6224434
1591911848172,-0.7974715,-0.41948652,-0.2691555,0.3268369,0.12111695,0.62208956
1591911848194,-0.19816887,-0.6200118,0.92702055,0.30467495,0.13271247,0.6365586
1591911848215,-0.43305266,-0.6493087,1.0939336,0.28547645,0.14440942,0.6520118
1591911848235,-0.5552107,-0.5488405,0.40283918,0.2687097,0.15664905,0.6617607
1591911848256,0.3703891,-0.40879393,-0.7853408,0.2612821,0.16227207,0.65981764
1591911848275,1.5020326,-0.5130143,-0.94867134,0.2575926,0.16138344,0.65694964
1591911848297,1.7275665,-0.3562827,-0.040888786,0.25374168,0.16004735,0.65612084
1591911848318,2.8716311,-2.4533849,0.7128048,0.24311933,0.16086352,0.6664343
1591911848345,2.7154908,-4.0694323,1.13834,0.21150701,0.1725724,0.7024888
1591911848364,3.5213246,-5.03406,-0.33083344,0.19213094,0.19626597,0.70765644
1591911848384,1.4631841,-5.1413946,0.5250182,0.17258105,0.2202003,0.7090348
1591911848403,-2.239221,-0.2643957,4.9316397,0.1430673,0.28961658,0.6915071
1591911848422,-2.383229,-0.3192873,4.4797926,0.14457838,0.33792144,0.6731325
1591911848443,-2.6271982,-0.6534462,2.7410822,0.14889751,0.3503271,0.66476905
1591911848464,-6.147779,-4.710844,-13.107309,0.2036596,0.43864015,0.5660486
1591911848483,-0.20636225,0.44955206,0.23096132,0.22524822,0.4600799,0.53385836
1591911848504,-7.505414,-1.3997192,12.418249,0.2288861,0.45696068,0.5379362
1591911848525,-4.3015985,3.6331778,-2.4095178,0.28291523,0.44674242,0.515402
1591911848545,-2.6261127,1.569377,-9.740219,0.3458012,0.44011685,0.4541193
1591911848566,-3.539008,-0.5332575,4.087508,0.31614187,0.46089992,0.46714756
1591911848587,-4.4241734,-0.96302795,19.057125,0.24330348,0.47486946,0.5438725
1591911848608,-0.86339164,1.7327089,3.791367,0.26182055,0.48325345,0.54521024
1591911848632,-4.941556,2.5768728,-16.449131,0.3470111,0.5116181,0.43766433
1591911848651,-0.22090602,1.5578203,-8.967409,0.3877738,0.51517516,0.38328546
1591911848672,-0.06785822,0.71219635,0.43986815,0.39708564,0.55020374,0.36056662
1591911848691,-3.6372676,-1.4757576,-0.2997636,0.39197427,0.5710261,0.3542514
1591911848711,-2.3741827,-3.0137901,-1.2009475,0.41065076,0.57568544,0.3195599
1591911848732,-1.0636683,-1.857605,-3.5709856,0.43081063,0.57759297,0.29336703
1591911848753,2.7525477,0.24823666,-3.7432306,0.4554805,0.5747261,0.2687896
1591911848774,3.461121,1.5822058,-1.5319188,0.46142367,0.5750453,0.26502538
1591911848796,3.6105638,0.4076681,-3.2067761,0.47435927,0.57614577,0.25109532
1591911848816,2.514462,1.5198183,-2.3340034,0.4752783,0.5786393,0.24507666
1591911848837,-3.7094288,2.25103,2.1489768,0.45754457,0.58909076,0.23973815
1591911848858,-4.257774,2.0156326,2.1152596,0.45457613,0.59085244,0.23854253
1591911848878,0.0664196,-0.38090515,2.6491146,0.44431993,0.6037617,0.23491
1591911848899,-0.0021333694,-0.003490448,1.4020511,0.4464252,0.6108081,0.23469324
1591911848920,2.0877385,-1.3189516,2.1855264,0.4520481,0.6165782,0.23424871
1591911848941,0.20036316,-5.203063,-0.795818,0.4624354,0.61991435,0.22587329
1591911848961,0.29179525,2.4299335,0.95856905,0.46937698,0.641901,0.23180123
1591911848982,2.7794433,2.861639,-2.0576084,0.47174317,0.651168,0.2357406
1591911849004,1.5859647,1.7212563,-0.5509565,0.48214725,0.6519966,0.22735792
1591911849026,1.1978679,2.937932,0.9176624,0.48183614,0.6581663,0.22655506
1591911849045,-0.49767494,3.0094233,-3.7338955,0.48766416,0.65672255,0.22042309
1591911849066,-3.3201008,-1.128397,-8.345431,0.5031032,0.64728385,0.20753342
1591911849087,2.566308,-1.7449999,0.89230204,0.49980834,0.6468757,0.21746258
1591911849106,-0.08256769,-2.3239603,0.8415158,0.502091,0.64119333,0.21454334
1591911849127,0.9011369,-2.917262,-0.3380978,0.50002384,0.64174914,0.21359257
1591911849150,-0.18097734,-2.4876423,0.284451,0.499949,0.64060575,0.2093288
