@ HyperIMU - ianovir
@ Date:Sat Jun 13 12:31:50 GMT+02:00 2020, Sampling Rate:20ms

timestamp,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z
1592044310556,0.0,0.0,0.0,0.0,0.0,0.0
1592044310577,0.0,0.0,0.0,0.0,0.0,0.0
1592044310598,0.0,0.0,0.0,0.0,0.0,0.0
1592044310619,0.0,0.0,0.0,0.0,0.0,0.0
1592044310639,0.0,0.0,0.0,0.0,0.0,0.0
1592044310660,0.0,0.0,0.0,0.0,0.0,0.0
1592044310680,1.9096138,-0.8431902,-2.5493202,0.23997656,-0.1232478,-0.7388572
1592044310701,1.7441199,0.002418995,-0.59634876,0.21992235,-0.12808715,-0.73760176
1592044310722,2.5156734,0.06601381,-0.32305813,0.20229124,-0.13278455,-0.73884743
1592044310743,2.1723123,-0.5730033,1.8910704,0.18220085,-0.12941281,-0.7490965
1592044310763,1.6297554,0.007671833,-0.0847826,0.18026288,-0.1285246,-0.75282264
1592044310784,0.544099,-0.095600605,-1.9455547,0.18870403,-0.1273657,-0.7496985
1592044310805,0.93810296,0.0031218529,-1.35565,0.19251159,-0.12826449,-0.747842
1592044310825,0.5929234,0.40117025,-0.44751453,0.19541925,-0.13068444,-0.7466093
1592044310846,1.1706582,0.43045998,0.37861824,0.19439727,-0.13377993,-0.7485313
1592044310867,1.0060807,-0.38006687,1.038907,0.19057329,-0.13550545,-0.75578713
1592044310888,0.1314944,-0.5667238,0.7296114,0.19039,-0.1324091,-0.76219714
1592044310909,-0.09964323,-0.7079544,-0.18389702,0.19321743,-0.12832674,-0.7683333
1592044310929,-0.21262217,-0.2423358,-0.089063644,0.1940348,-0.12776469,-0.77377737
1592044310950,0.7914485,-0.0670948,-1.0626535,0.19178401,-0.13547423,-0.77613723
1592044310971,1.0090834,-0.22897053,-1.0983591,0.18963122,-0.14264861,-0.77769095
1592044310990,0.6470921,-0.6564789,-1.7532415,0.18829675,-0.14863592,-0.77923536
1592044311011,0.45419055,-0.7930999,-1.5362911,0.18355617,-0.16100506,-0.78123736
1592044311032,1.1619484,-1.2830691,0.26830482,0.17668721,-0.17011109,-0.78514254
1592044311053,0.620287,-2.1830382,-1.4181938,0.17182435,-0.18119635,-0.7888329
1592044311074,0.1690144,-2.1299272,-3.8657827,0.1711671,-0.1911549,-0.7875919
1592044311095,-0.6551491,-2.500946,-4.2581925,0.16981713,-0.20246017,-0.78435105
1592044311116,-0.363049,-5.682655,-3.7273111,0.14250895,-0.24369046,-0.7819873
1592044311139,-0.37371027,-5.012894,-2.1175632,0.10614946,-0.284922,-0.7759802
1592044311158,-1.7105715,-6.6923714,-0.6344948,0.070096485,-0.3132242,-0.7692406
1592044311179,-2.0901337,-7.538781,0.31212664,0.028721182,-0.33609945,-0.7591429
1592044311201,-1.5512264,-7.5525436,-1.480856,-0.015255255,-0.36526406,-0.73764044
1592044311221,-2.1656551,-7.328728,-2.7104573,-0.06352271,-0.40346128,-0.70336354
1592044311241,-0.13104439,-6.5776944,0.35225582,-0.1243849,-0.44205758,-0.65877146
1592044311265,6.497424,-3.9383633,4.613455,-0.21086597,-0.48048154,-0.59046596
1592044311284,7.488749,-0.7077614,5.478061,-0.25789285,-0.5022261,-0.52926594
1592044311303,8.811286,1.7777648,2.8310647,-0.2803388,-0.51969105,-0.46772045
1592044311325,10.796829,4.567999,-0.24965763,-0.2856108,-0.53210413,-0.410796
1592044311346,13.899319,7.509875,0.96868634,-0.27911085,-0.53660214,-0.35657322
1592044311368,14.43212,8.301564,-0.14409137,-0.26232684,-0.53962255,-0.32469586
1592044311387,10.36333,6.851334,-4.273322,-0.23796709,-0.55065435,-0.29566866
1592044311410,6.3994837,4.906615,-5.937678,-0.21133648,-0.5666391,-0.2649146
1592044311429,5.5039825,3.7125418,-4.8336163,-0.200084,-0.5737991,-0.2506457
1592044311450,4.678547,3.0907612,-4.591424,-0.18774238,-0.5825261,-0.23615314
1592044311482,1.1796398,1.2942568,-6.687831,-0.16729175,-0.6020876,-0.2154221
1592044311499,0.22119236,-0.080622315,-5.7625885,-0.16417328,-0.60900825,-0.21207799
1592044311519,-2.4988832,-1.0951893,-2.13185,-0.16501284,-0.6150832,-0.21127027
1592044311538,-3.148367,-1.6738669,-0.33680117,-0.16960311,-0.6176381,-0.21229522
1592044311558,-3.0590029,-0.9148705,0.2595135,-0.17295001,-0.62471324,-0.20541547
1592044311578,-1.5018721,0.57229507,-0.9221399,-0.17099269,-0.6368499,-0.18929732
1592044311598,-0.94586277,2.0707848,-1.6488186,-0.16630596,-0.649547,-0.1711133
1592044311621,-0.010471344,3.3142436,-0.84422493,-0.15979263,-0.6592511,-0.15424237
1592044311640,-0.17732811,2.5511758,-1.0936657,-0.15489328,-0.6624982,-0.14637539
1592044311662,-0.3015337,1.7451454,-0.7017001,-0.15065253,-0.66417265,-0.14124222
1592044311682,1.3154078,1.7729139,0.22203225,-0.1471119,-0.6659051,-0.13606557
1592044311703,2.2249784,1.8522084,-1.3082186,-0.13875492,-0.67179215,-0.12605548
1592044311724,1.4685898,1.6852138,-1.6389093,-0.13065578,-0.6776938,-0.11853265
1592044311747,0.13701534,0.58600295,-0.11422345,-0.12630267,-0.6800883,-0.11640316
1592044311779,-1.7735825,-1.2780784,-0.39598352,-0.123442665,-0.67627144,-0.11550531
1592044311796,-1.7397938,-0.82747066,-0.45877272,-0.1253937,-0.6734651,-0.11335054
1592044311816,2.024331,0.85031855,-0.8591161,-0.13006191,-0.66742694,-0.10710345
1592044311838,2.800293,3.292183,-0.80402607,-0.13215,-0.6613192,-0.100813605
1592044311858,1.827733,2.2768576,-0.25179315,-0.13216324,-0.6554036,-0.09782929
1592044311879,0.14007187,0.17696953,0.13129091,-0.13133784,-0.6485441,-0.0959655
1592044311905,-1.4039526,-0.094221234,-0.11993694,-0.13688555,-0.64048,-0.09494158
1592044311923,0.24872208,-1.4123993,0.25471604,-0.14990993,-0.6261835,-0.08988288
1592044311942,-4.0673866,-0.4648031,3.0780458,-0.16064188,-0.6154251,-0.08326614
1592044311963,-0.7228489,-0.9882145,-0.7658746,-0.1589168,-0.6199964,-0.061255086
1592044311983,-2.9308796,-1.559281,0.3251016,-0.15273508,-0.63714784,-0.031433612
1592044312004,2.4703474,-0.040974855,-0.9527513,-0.1534188,-0.6462439,-0.008162896
1592044312025,-0.30396366,-2.5498416,-0.5544245,-0.16849841,-0.643484,0.0025777912
1592044312044,-2.2998514,-5.0661564,-1.2990527,-0.18094963,-0.63673663,0.010636422
1592044312065,-2.9745312,-5.0200944,-0.77026236,-0.19985902,-0.6272913,0.026341539
1592044312086,-1.7225323,0.039199352,0.69667053,-0.2213183,-0.62178165,0.051605545
1592044312108,-2.4972143,4.915519,-0.7349739,-0.22888607,-0.6267566,0.07464191
1592044312129,-1.5582113,7.140846,0.16173118,-0.22752625,-0.6568328,0.10766791
1592044312150,-0.8025646,1.4054193,4.1095448,-0.22331367,-0.68261534,0.13416186
1592044312172,-3.3992724,-6.2203355,2.749018,-0.23662986,-0.6773913,0.17096037
1592044312194,-1.247138,-2.2676744,-3.5764816,-0.2746465,-0.6433347,0.22141685
1592044312214,-2.0871544,-3.625111,-3.1838934,-0.3007168,-0.6236334,0.24816635
1592044312234,-2.5169744,-4.791516,1.0208477,-0.31515637,-0.6221222,0.26110536
