@ HyperIMU - ianovir
@ Date:Thu Jun 11 23:41:23 GMT+02:00 2020, Sampling Rate:20ms

timestamp,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z
1591911683606,0.0,0.0,0.0,0.0,0.0,0.0
1591911683628,0.0,0.0,0.0,0.0,0.0,0.0
1591911683647,0.0,0.0,0.0,0.0,0.0,0.0
1591911683668,0.28312492,-0.33408976,0.27374792,0.4282579,0.09950028,0.7524975
1591911683689,-0.15834427,-0.34425735,-0.038778782,0.42317533,0.09625246,0.75719744
1591911683710,-0.107509136,-0.5366025,0.29297256,0.4190232,0.093625166,0.76237684
1591911683731,-0.37062025,-0.5422554,0.1616888,0.41538784,0.093455456,0.76760185
1591911683752,-0.92543983,-0.76199484,-0.0022978783,0.41312328,0.09409384,0.77190185
1591911683773,-0.75089073,-0.41512012,-0.09860563,0.41300592,0.09680523,0.77736515
1591911683795,-0.6735611,-0.15236616,-0.6219387,0.4184237,0.097712375,0.7739924
1591911683816,-0.81369066,-0.23414469,-0.7870798,0.4252918,0.09861529,0.76955724
1591911683834,-0.46435547,-0.03675461,-0.8233123,0.42931175,0.0968873,0.76659054
1591911683855,0.13193798,0.42225647,-1.0078545,0.44606587,0.08607255,0.75201136
1591911683876,-0.3314209,0.16113949,-0.45657063,0.4543184,0.08164211,0.7434022
1591911683897,-0.57189417,-0.1930027,0.35577154,0.45844445,0.082756214,0.7392735
1591911683919,-0.43214512,-0.33655453,0.8311815,0.45942965,0.08598955,0.73946935
1591911683940,-0.05257511,-0.26566267,-0.111810684,0.461452,0.089759365,0.7405086
1591911683961,0.06462288,-0.17081118,0.32736206,0.46428755,0.0852065,0.7372789
1591911683982,0.017612457,-0.1238842,0.78840446,0.4640242,0.08252305,0.7366798
1591911684003,-0.2772603,-0.28871298,0.8643551,0.46318772,0.08073588,0.7368538
1591911684024,-0.38500357,-0.021977901,0.7283764,0.463527,0.08101055,0.73642087
1591911684043,-0.59778976,-0.13506508,-0.06467819,0.4659017,0.07937588,0.7334581
1591911684064,-0.6618724,-0.16158724,0.50003433,0.46743527,0.07722604,0.731265
1591911684086,-0.38188076,-0.15738487,0.7299738,0.4695754,0.07445036,0.7292001
1591911684109,-0.3724413,-0.2103653,0.8406615,0.4719911,0.07238239,0.72753507
1591911684128,-0.5421014,0.09531927,-0.14145088,0.48041528,0.06679814,0.7192708
1591911684150,-0.5243149,0.25578594,0.06774807,0.48833054,0.061388284,0.7096221
1591911684170,-0.30972433,0.32103968,0.35327816,0.4932664,0.058740824,0.7034103
1591911684190,0.16864586,0.24936008,0.43624115,0.49818322,0.057034876,0.6977661
1591911684211,0.21609259,0.27160454,0.3312397,0.5028758,0.056232728,0.69213605
1591911684232,0.03765917,0.0271554,-0.32832098,0.5077202,0.055897534,0.6864943
1591911684252,-0.18103695,0.10193634,-1.9473038,0.51380074,0.050840646,0.6780233
1591911684274,0.20671177,0.17128897,0.11185837,0.51095617,0.04169673,0.67377245
